1,	0,	20,	
0,	0,	18,	
0,	0,	9,	
1,	0,	10,	
1,	0,	8,	
1,	0,	7,	
1,	0,	7,	
0,	0,	11,	
0,	0,	8,	
0,	0,	8,	
